tpep_pickup_datetime,revenue,total_distance,total_duration_minutes,total_passengers,total_tips,total_fare_revenue,total_trips,duration_p50,speed_p50,avg_trip_price,avg_distance,avg_duration_minutes,avg_tip,avg_speed_mph,avg_tip_pct,revenue_index_100,trips_index_100,revenue_index_dow
2022-04-05,3418390.7600000002,553821.56,2490469.066666667,238454.0,444244.54,2292472.84,165522,11.916666666666666,10.053191489361703,20.652183758050292,3.3459090634477597,15.046151367592627,2.683900267033989,13.342584352784305,19.378399266008316,187.7355788848044,190.6276632500288,99.6028696866794
2022-04-06,3502929.64,561676.34,2600230.5333333337,240390.0,458839.34,2352368.64,167242,12.25,9.803037115199338,20.945274751557623,3.3584646201313064,15.547712496462214,2.7435652527475156,12.96061251799776,19.505418164391106,192.378393790808,192.6085454336059,98.43801975534599
2022-04-07,3589871.04,560184.78,2803092.466666667,249172.0,468903.72,2413200.92,171876,41.2,9.192982456140351,20.886400893667528,3.2592379389792643,16.308806736639593,2.7281512253019615,11.990716396155513,19.430778271044254,197.1531533791633,197.94541057238283,97.7538630623206
2022-04-08,3775789.0,620964.3,2845395.1666666665,257804.0,487830.9,2549246.24,175394,12.216666666666667,10.084566596194502,21.52746958276794,3.5403964787849076,16.22287630515677,2.7813431474280765,13.094089157270542,19.136280063710124,207.3636349467188,201.99700564321085,105.55018050958623
2022-04-09,3545971.44,588550.74,2590013.6,266362.0,454140.62,2424623.16,174044,37.016666666666666,10.73076923076923,20.373994162395714,3.3816203948426833,14.881372526487555,2.6093437291719335,13.634308483940007,18.730358906577464,194.7422187033361,200.44224346424048,109.56222644390326
2022-04-10,3266228.9,591470.5,2151849.7333333334,230252.0,418647.74,2246199.88,149788,11.233333333333333,12.185043395553443,21.805678024941916,3.948717520762678,14.365968791447468,2.794935108286378,16.491964773500605,18.63804480302973,179.37895821827513,172.50719797305078,110.94748092169277
2022-04-11,3137415.84,536362.66,2230960.7666666666,212716.0,395096.54,2127054.5,145186,40.96666666666667,10.699853587115665,21.609630680644138,3.6943139145647654,15.366225164042445,2.7213129365090296,14.425067478028113,18.57481978012317,172.30463697039562,167.2071864562939,102.3173210181745
2022-04-12,3568833.7,582343.0,2868111.5,227176.0,465333.86,2450942.88,157000,14.05,9.768970205182105,22.731424840764333,3.7091910828025476,18.268226114649682,2.963909936305732,12.182434330046096,18.985912066624742,195.99779769270683,180.8130830358171,103.9863792384373
2022-04-13,3534152.96,565603.06,2767580.7333333334,239196.0,454350.94,2397399.9,164122,43.483333333333334,9.847533632286995,21.53369420309282,3.44623548335994,16.86294788835947,2.7683731614286935,12.262039257343195,18.95182109584638,194.0931562233233,189.01531728665208,99.31544582633822
2022-04-14,3678726.9000000004,591054.74,2845471.933333333,253504.0,472527.7,2488090.9,173016,42.35,9.72192513368984,21.262350880843393,3.416185439496925,16.44629359905057,2.731121399176955,12.46305893393806,18.991577036031924,202.03305374327712,199.25832085684672,100.17344958059418
2022-04-15,3476989.46,589298.54,2476819.433333333,250482.0,440104.02,2343556.94,165208,11.566666666666666,11.076923076923077,21.046132511742773,3.567009708972931,14.992127701644794,2.6639389133698126,14.275530918462998,18.779318415024303,190.9537776335036,190.26603708395714,97.19739771817989
